fecha,cliente_id,categoria,region,canal,unidades,precio_unitario,descuento,antiguedad_cliente_meses,importe
2026-09-27,C1058,Tecnología,Castilla-La Mancha,Distribuidor,4,271.71,0.07,18,953.9019024619164
2026-09-16,C1059,Hogar,Madrid,Tienda,9,145.41,0.04,64,1017.1150042043266
2026-09-16,C1060,Hogar,Madrid,Tienda,7,127.02,0.05,30,939.2620222963707
2026-09-18,C1061,Hogar,Cataluña,Distribuidor,11,119.7,0.08,49,1470.8742713919216
2026-09-17,C1062,Moda,Castilla-La Mancha,Online,9,70.33,0.06,41,708.7130256916347
2026-09-02,C1063,Hogar,Cataluña,Distribuidor,16,105.8,0.01,13,1612.1784263097595
2026-09-10,C1064,Hogar,Cataluña,Online,10,118.97,0.11,34,1131.7744336200624
2026-09-15,C1065,Alimentación,Cataluña,Tienda,5,29.75,0.15,25,110.33625246587907
2026-09-11,C1066,Tecnología,Andalucía,Online,6,282.69,0.13,66,1353.906055710839
2026-09-06,C1067,Moda,Andalucía,Tienda,4,47.41,0.05,18,102.49707197895565
2026-09-11,C1068,Tecnología,Cataluña,Online,10,285.97,0.02,5,2834.086824993253
2026-09-07,C1069,Servicios,Castilla-La Mancha,Distribuidor,9,195.25,0.05,19,1276.4518578463749
2026-09-17,C1070,Moda,Madrid,Distribuidor,11,66.94,0.01,42,641.5015297180529
2026-09-19,C1071,Tecnología,Castilla-La Mancha,Distribuidor,7,289.71,0.05,18,2049.34336332535
2026-09-29,C1072,Tecnología,Valencia,Online,10,284.66,0.08,32,3404.6831170441155
2026-09-09,C1073,Moda,Andalucía,Tienda,8,60.88,0.08,21,319.0766667020678
2026-09-03,C1074,Moda,Madrid,Tienda,12,54.12,0.07,10,629.0418782513904
2026-09-13,C1075,Moda,Madrid,Online,7,56.22,0.03,37,512.9427577505397
2026-09-22,C1076,Moda,Valencia,Online,9,74.39,0.11,49,838.8821744275831
2026-09-14,C1077,Tecnología,Valencia,Online,8,279.16,0.05,13,2034.343369470961
2026-09-25,C1078,Hogar,Cataluña,Tienda,7,,0.02,55,1025.1372319629038
2026-09-23,C1079,Tecnología,Andalucía,Tienda,10,291.86,0.08,17,2838.977734072191
2026-09-23,C1080,Servicios,Andalucía,Tienda,11,191.83,0.03,9,2249.8247020941003
2026-09-16,C1081,Alimentación,Castilla-La Mancha,Online,11,38.95,0.04,44,662.8672714536324
2026-09-03,C1082,Hogar,Cataluña,Online,5,105.57,0.03,46,750.0930550079768
2026-09-05,C1083,Tecnología,Cataluña,Online,12,284.88,0.03,8,3766.8518949705
2026-09-24,C1084,Hogar,Cataluña,Distribuidor,8,,0.05,37,1014.50250732137
2026-09-20,C1085,Hogar,Cataluña,Online,11,102.92,0.04,19,1001.184788442585
2026-09-10,C1086,Moda,Andalucía,Online,4,88.15,0.02,63,664.6736280582958
2026-09-26,C1087,Alimentación,Andalucía,Online,7,51.53,0.02,46,455.95692889734414
2026-09-28,C1088,Servicios,Cataluña,Distribuidor,9,162.84,0.08,71,1158.92581728013
2026-09-01,C1089,Alimentación,Castilla-La Mancha,Distribuidor,6,25.43,0.04,26,48.11862040921527
2026-09-16,C1090,Tecnología,Madrid,Tienda,6,271.75,0.12,46,1270.1733957408433
2026-09-18,C1091,Moda,Madrid,Tienda,6,79.15,0.05,46,495.1020044094901
2026-09-30,C1092,Moda,Castilla-La Mancha,Tienda,15,77.42,0.06,14,1313.4187499884697
2026-09-26,C1093,Alimentación,Cataluña,Online,4,35.67,0.03,63,307.50372745955764
2026-09-19,C1094,Moda,Andalucía,Distribuidor,8,74.11,0.01,3,346.4668566471485
2026-09-27,C1095,Alimentación,Madrid,Tienda,14,15.69,0.03,28,241.77460073995144
2026-09-09,C1096,Alimentación,Valencia,Tienda,7,40.72,0.08,29,407.1206194244995
2026-09-07,C1097,Alimentación,Valencia,Tienda,5,33.49,0.01,18,39.42123718834568
2026-09-14,C1098,Tecnología,Castilla-La Mancha,Tienda,8,269.81,0.06,35,2044.9382190168517
2026-09-20,C1099,Tecnología,Cataluña,Tienda,10,257.01,0.07,47,1708.3351753262682
2026-09-19,C1100,Tecnología,Madrid,Distribuidor,5,280.4,0.14,5,946.9902029738205
2026-09-26,C1101,Alimentación,Cataluña,Distribuidor,8,40.35,0.06,59,248.63290911432844
2026-09-05,C1102,Hogar,Madrid,Tienda,10,94.46,0.03,59,854.2320021921249
2026-09-29,C1103,Alimentación,Castilla-La Mancha,Tienda,6,35.28,0.11,47,389.14631083683565
2026-09-08,C1104,Servicios,Castilla-La Mancha,Online,9,181.83,0.05,13,1502.7885706076079
2026-09-17,C1105,Hogar,Valencia,Tienda,13,111.69,0.04,33,1558.9788709727413
2026-09-30,C1106,Hogar,Cataluña,Online,5,125.7,0.04,62,924.6320950273476
2026-09-03,C1107,Moda,Valencia,Tienda,11,68.01,0.12,16,751.9233599014768
2026-09-02,C1108,Hogar,Cataluña,Distribuidor,10,124.25,0.07,44,1046.7164476975604
2026-09-01,C1109,Tecnología,Valencia,Tienda,12,288.01,0.04,58,3390.6608320220816
2026-09-03,C1110,Hogar,Andalucía,Tienda,10,128.02,0.1,6,1060.7231971107183
2026-09-22,C1111,Tecnología,Andalucía,Online,11,295.25,0.03,15,4073.397732436182
2026-09-02,C1112,Servicios,Andalucía,Online,6,185.07,0.15,4,869.5326750175437
2026-09-13,C1113,Moda,Andalucía,Tienda,8,62.84,0.06,56,611.3037153254553
2026-09-02,C1114,Alimentación,Madrid,Online,10,25.28,0.13,64,393.1401668603032
2026-09-04,C1115,Servicios,Andalucía,Online,7,164.05,0.02,68,1579.6854913136406
2026-09-13,C1116,Moda,Castilla-La Mancha,Online,8,72.27,0.09,34,458.99804254726706
2026-09-11,C1117,Tecnología,Castilla-La Mancha,Tienda,10,299.82,0.11,56,2202.3898563447187
2026-09-23,C1118,Servicios,Madrid,Tienda,8,174.62,0.12,32,1466.8791078564082
2026-09-06,C1119,Alimentación,Andalucía,Online,11,41.74,0.02,9,791.3726846231225
2026-09-10,C1120,Moda,Andalucía,Tienda,11,58.72,0.14,63,693.1102551339455
2026-09-08,C1121,Servicios,Andalucía,Tienda,11,182.92,0.13,33,1867.4120571071444
2026-09-10,C1122,Hogar,Valencia,Tienda,6,138.89,0.09,21,862.2491397253433
2026-09-16,C1123,Tecnología,Cataluña,Tienda,11,290.29,0.12,55,2951.0197066876253
2026-09-25,C1124,Hogar,Valencia,Online,13,96.44,0.09,57,1120.5776601062591
2026-09-13,C1125,Alimentación,Cataluña,Tienda,4,43.56,0.0,2,163.16238001982558
2026-09-09,C1126,Moda,Andalucía,Tienda,7,79.24,0.08,13,809.2070044455666
2026-09-05,C1127,Servicios,Andalucía,Distribuidor,13,182.6,0.05,4,2511.346758174541
2026-09-12,C1128,Tecnología,,Tienda,3,290.01,0.05,50,1261.5678960513537
2026-09-17,C1129,Alimentación,Valencia,Online,5,22.5,0.11,48,368.89455951781946
2026-09-23,C1130,Hogar,Cataluña,Online,11,120.95,0.05,30,996.7432788501798
2026-09-27,C1131,Hogar,Castilla-La Mancha,Tienda,6,136.65,0.07,29,974.7122324439586
2026-09-24,C1132,Tecnología,Cataluña,Distribuidor,8,295.3,0.05,8,1998.9169218392904
2026-09-19,C1133,Hogar,Valencia,Tienda,9,128.22,0.06,12,1375.3721215197386
2026-09-21,C1134,Servicios,,Tienda,7,166.76,0.06,41,1129.0327647347624
2026-09-21,C1135,Hogar,Madrid,Tienda,12,104.39,0.02,26,1519.2834543079766
2026-09-06,C1136,Alimentación,Valencia,Tienda,11,36.72,0.06,50,632.602954186023
2026-09-26,C1137,Moda,Madrid,Online,10,72.71,0.08,2,740.4648026888449
2026-09-25,C1138,Hogar,Castilla-La Mancha,Distribuidor,12,118.49,0.09,55,1100.245855273479
2026-09-28,C1139,Servicios,Cataluña,Online,9,167.93,0.04,56,1888.1566121714532
2026-09-12,C1140,Servicios,Cataluña,Tienda,8,186.55,0.08,14,915.1073299866946
2026-09-05,C1141,Hogar,Madrid,Distribuidor,9,121.65,0.03,6,1049.6165288483655
2026-09-22,C1142,Alimentación,Cataluña,Online,5,39.35,0.02,61,371.0585926793889
2026-09-04,C1143,Hogar,Valencia,Online,11,128.9,0.07,12,1186.219169457229
2026-09-07,C1144,Hogar,Andalucía,Online,9,115.9,0.07,13,1177.4899820578937
2026-09-28,C1145,Tecnología,Madrid,Distribuidor,8,272.67,0.08,19,2368.725874816859
2026-09-08,C1146,Alimentación,Cataluña,Online,12,51.61,0.03,44,446.1804902593809
2026-09-24,C1147,Alimentación,Madrid,Online,9,23.64,0.05,59,317.32293340760515
2026-09-22,C1148,Tecnología,Madrid,Online,8,272.96,0.01,37,2145.261837076065
2026-09-14,C1149,Hogar,Andalucía,Online,13,138.51,0.05,25,1721.155662882775
2026-09-08,C1150,Servicios,Valencia,Online,12,171.79,0.19,16,1751.037886238391
2026-09-07,C1151,Hogar,Madrid,Tienda,14,118.52,0.03,38,1409.374275136719
2026-09-26,C1152,Tecnología,Cataluña,Tienda,12,273.82,0.13,43,2328.137601421909
2026-09-09,C1153,Alimentación,Castilla-La Mancha,Online,11,8.25,0.06,14,214.1557371519101
2026-09-10,C1154,Servicios,Madrid,Online,11,178.15,0.06,6,1740.762865391154
2026-09-28,C1155,Hogar,Madrid,Online,11,104.84,0.02,23,1126.064976879452
2026-09-30,C1156,Moda,Andalucía,Online,3,73.82,0.08,60,344.42257163941997
2026-09-11,C1157,Moda,Valencia,Tienda,16,86.58,0.04,12,1191.4029281587557
2026-09-25,C1158,Hogar,Castilla-La Mancha,Tienda,11,86.79,0.07,13,1010.004923239305
2026-09-10,C1159,Moda,Cataluña,Online,6,63.9,0.05,6,648.3831732192787
2026-09-21,C1160,Hogar,Castilla-La Mancha,Tienda,10,126.78,0.03,63,1555.6913496751056
2026-09-22,C1161,Alimentación,Cataluña,Online,10,2.25,0.07,38,68.23176465986526
2026-09-01,C1162,Alimentación,Valencia,Distribuidor,9,55.04,0.08,50,516.5459569445269
2026-09-26,C1163,Alimentación,Cataluña,Tienda,9,40.7,0.05,52,594.4748098086676
2026-09-15,C1164,Tecnología,,Tienda,12,296.25,0.03,40,3344.484936217402
2026-09-03,C1165,Moda,Andalucía,Online,8,61.54,0.04,8,284.918263332968
2026-09-22,C1166,Hogar,Andalucía,Distribuidor,10,113.35,0.1,61,1129.5697621124107
2026-09-15,C1167,Tecnología,Andalucía,Online,8,277.59,0.07,8,2407.0102716388137
2026-09-14,C1168,Tecnología,Castilla-La Mancha,Online,4,312.07,0.08,34,1097.6352456062884
2026-09-11,C1169,Alimentación,Valencia,Online,11,54.77,0.08,60,561.8356794390993
2026-09-18,C1170,Moda,Cataluña,Online,8,71.99,0.01,57,937.2508678417623
2026-09-01,C1171,Tecnología,Cataluña,Distribuidor,7,283.82,0.03,46,1670.1835919406406
2026-09-20,C1172,Alimentación,Andalucía,Tienda,12,44.52,0.14,22,510.6379847305259
2026-09-16,C1173,Hogar,Andalucía,Online,5,155.87,0.01,40,747.8840695861442
2026-09-14,C1174,Alimentación,Madrid,Tienda,5,40.74,0.04,45,214.34805055253267
2026-09-21,C1175,Tecnología,Valencia,Distribuidor,6,280.69,0.12,55,1916.7586769911481
2026-09-01,C1176,Moda,Castilla-La Mancha,Distribuidor,9,64.92,0.05,51,716.3406469921371
2026-09-26,C1177,Hogar,Cataluña,Tienda,11,123.52,0.04,5,1289.9526043309445
2026-09-03,C1178,Servicios,Madrid,Distribuidor,13,171.19,0.06,13,1689.258238128414
2026-09-02,C1179,Tecnología,Madrid,Distribuidor,10,287.44,0.06,28,3994.011452764307
2026-09-08,C1180,Hogar,,Tienda,4,98.51,0.04,62,407.765258238417
2026-09-26,C1181,Tecnología,Castilla-La Mancha,Online,9,276.09,0.0,24,1806.7426563160113
2026-09-28,C1182,Servicios,Madrid,Online,8,191.02,0.03,7,1741.9110399654369
2026-09-29,C1183,Servicios,Madrid,Distribuidor,11,185.54,0.06,38,1758.9575939205645
2026-09-17,C1184,Hogar,Valencia,Online,8,113.06,0.04,37,929.2604435102274
2026-09-19,C1185,Alimentación,Castilla-La Mancha,Distribuidor,11,31.52,0.1,68,492.25997597675826
2026-09-06,C1186,Moda,Madrid,Online,10,85.53,0.05,42,1003.9211534951467
2026-09-16,C1187,Alimentación,Castilla-La Mancha,Online,5,16.84,0.09,5,337.9071671112626
2026-09-28,C1188,Alimentación,Cataluña,Online,7,16.93,0.03,64,90.0144564562006
2026-09-17,C1189,Hogar,Andalucía,Online,10,106.06,0.09,50,746.4091645195643
2026-09-15,C1190,Tecnología,Madrid,Distribuidor,12,279.84,0.02,15,3706.2756323221947
2026-09-17,C1191,Servicios,Valencia,Distribuidor,12,159.65,0.05,53,1548.9038860892408
2026-09-05,C1192,Servicios,Cataluña,Distribuidor,4,,0.11,25,579.5391291677344
2026-09-29,C1193,Alimentación,Castilla-La Mancha,Tienda,8,21.14,0.03,9,350.7642195979651
2026-09-02,C1194,Hogar,Cataluña,Online,11,123.37,0.07,38,1196.5656420109196
2026-09-11,C1195,Hogar,Madrid,Tienda,11,111.31,0.07,22,1611.464126545886
2026-09-22,C1196,Moda,Castilla-La Mancha,Tienda,12,,0.04,49,855.3985161984104
2026-09-12,C1197,Servicios,Andalucía,Tienda,6,155.95,0.11,68,1016.0999658343379
2026-09-22,C1198,Servicios,Cataluña,Online,6,195.02,0.06,15,813.8805741065006
2026-09-19,C1199,Moda,Madrid,Tienda,11,55.58,0.11,65,547.4625325116768
2026-09-05,C1200,Alimentación,Valencia,Tienda,11,19.01,0.05,54,461.75151686534946
2026-09-29,C1201,Tecnología,Castilla-La Mancha,Distribuidor,10,315.69,0.15,30,3245.1023764907977
2026-09-03,C1202,Tecnología,Cataluña,Distribuidor,6,288.31,0.17,20,1610.6142394750595
2026-09-22,C1203,Servicios,Cataluña,Tienda,13,194.44,0.05,33,2557.623791187668
2026-09-24,C1204,Alimentación,Andalucía,Tienda,7,41.88,0.14,7,401.36049244671165
2026-09-28,C1205,Tecnología,Andalucía,Tienda,11,273.21,0.04,8,3040.7888351520473
2026-09-10,C1206,Tecnología,Valencia,Online,7,260.4,0.01,28,1365.6543859818084
2026-09-06,C1207,Moda,Valencia,Distribuidor,17,65.52,0.1,45,940.7717065236693
2026-09-16,C1208,Tecnología,,Distribuidor,12,265.33,0.02,11,3663.2617395602583
2026-09-18,C1209,Tecnología,Madrid,Tienda,7,266.23,0.07,31,2235.8968502882826
2026-09-23,C1210,Alimentación,Valencia,Online,5,11.25,0.06,12,222.3448839879959
2026-09-22,C1211,Moda,Valencia,Online,12,71.72,0.07,51,854.7938472148611
2026-09-08,C1212,Alimentación,Castilla-La Mancha,Tienda,8,58.6,0.07,44,678.8902889188604
2026-09-29,C1213,Hogar,Andalucía,Online,9,128.37,0.03,50,1395.8764399024728
2026-09-06,C1214,Moda,Madrid,Distribuidor,9,68.41,0.06,17,869.0412145615422
2026-09-15,C1215,Hogar,Andalucía,Online,8,119.39,0.04,35,983.129270901978
2026-09-27,C1216,Hogar,Andalucía,Online,12,74.28,0.06,1,1269.1417799458914
2026-09-06,C1217,Moda,Valencia,Distribuidor,14,63.64,0.04,29,772.9986670841901
2026-09-21,C1218,Alimentación,Castilla-La Mancha,Tienda,10,13.6,0.12,51,294.0204627831376
2026-09-15,C1219,Servicios,Cataluña,Online,12,182.02,0.05,64,2345.2830845732406
2026-09-11,C1220,Alimentación,Castilla-La Mancha,Online,12,31.1,0.04,4,202.25618000446946
2026-09-04,C1221,Alimentación,Castilla-La Mancha,Online,12,21.96,0.07,28,339.6113968212785
2026-09-29,C1222,Tecnología,Andalucía,Tienda,8,281.68,0.03,16,2412.062235910016
2026-09-29,C1223,Hogar,Castilla-La Mancha,Online,3,121.55,0.03,63,472.12574560928255
2026-09-07,C1224,Hogar,Madrid,Tienda,6,142.78,0.15,53,739.5180789727315
2026-09-20,C1225,Hogar,Andalucía,Distribuidor,9,130.3,0.03,17,1401.2924039625775
2026-09-01,C1226,Servicios,Madrid,Online,14,183.25,0.05,40,2695.667073456459
2026-09-17,C1227,Hogar,Cataluña,Distribuidor,11,105.79,0.09,13,1035.5445982677306
2026-09-23,C1228,Servicios,Andalucía,Distribuidor,8,163.9,0.15,52,932.8173907878559
2026-09-16,C1229,Alimentación,Cataluña,Online,5,43.98,0.14,58,262.52878308364603
2026-09-03,C1230,Moda,Andalucía,Distribuidor,13,67.0,0.02,37,966.0306023203514
2026-09-06,C1231,Alimentación,Valencia,Tienda,10,38.74,0.06,61,424.13384378071396
2026-09-13,C1232,Alimentación,Castilla-La Mancha,Distribuidor,11,49.67,0.12,34,562.3132689289366
2026-09-10,C1233,Alimentación,Valencia,Tienda,12,12.3,0.07,70,483.67998949080607
2026-09-12,C1234,Tecnología,Cataluña,Tienda,5,300.96,0.03,17,1868.3714072648454
2026-09-18,C1235,Moda,Castilla-La Mancha,Tienda,6,84.54,0.02,20,359.95117055999015
2026-09-23,C1236,Hogar,Andalucía,Distribuidor,5,89.18,0.09,59,667.195705292068
2026-09-23,C1237,Tecnología,Castilla-La Mancha,Tienda,9,315.3,0.01,69,2335.1794852648572
2026-09-25,C1238,Alimentación,Madrid,Tienda,10,39.82,0.12,33,274.2414300124896
2026-09-09,C1239,Tecnología,Castilla-La Mancha,Distribuidor,3,272.82,0.01,17,714.410556502255
2026-09-26,C1240,Servicios,Madrid,Online,12,187.79,0.12,57,2132.622084966857
2026-09-16,C1241,Servicios,Castilla-La Mancha,Online,7,165.34,0.1,1,984.6850167263491
2026-09-04,C1242,Servicios,Madrid,Online,10,188.19,0.17,13,1702.8269687253483
2026-09-24,C1243,Hogar,Cataluña,Online,15,108.1,0.08,27,1806.9946766282396
2026-09-06,C1244,Tecnología,Valencia,Online,12,310.31,0.03,70,2723.231724083411
2026-09-01,C1245,Servicios,Andalucía,Distribuidor,9,180.9,0.09,59,1688.1747687807317
2026-09-27,C1246,Alimentación,Castilla-La Mancha,Online,9,44.75,0.03,6,440.4122268940118
2026-09-08,C1247,Servicios,Valencia,Tienda,12,,0.04,23,2694.250517127291
2026-09-29,C1248,Servicios,Andalucía,Online,13,192.25,0.07,10,2177.2097905554756
2026-09-26,C1249,Servicios,Andalucía,Distribuidor,14,179.81,0.01,51,2796.614767227857
2026-09-01,C1250,Hogar,Madrid,Distribuidor,10,98.82,0.04,19,763.5052668519172
2026-09-02,C1251,Hogar,Cataluña,Tienda,12,116.42,0.11,51,947.8608463505711
2026-09-07,C1252,Servicios,Cataluña,Distribuidor,6,208.97,0.16,68,1390.3959163600975
2026-09-28,C1253,Hogar,Valencia,Online,11,132.88,0.03,42,1613.0575138575136
2026-09-30,C1254,Tecnología,Cataluña,Distribuidor,9,274.32,0.1,57,2547.524058511936
2026-09-27,C1255,Alimentación,Castilla-La Mancha,Online,10,6.96,0.09,68,248.5524582158098
2026-09-19,C1256,Servicios,Cataluña,Distribuidor,7,167.51,0.07,38,1355.1030294206155
2026-09-16,C1257,Moda,Valencia,Online,7,48.9,0.03,62,326.9928149317092
2026-09-15,C1258,Alimentación,Cataluña,Tienda,12,7.32,0.05,7,91.94064925865749
2026-09-18,C1259,Tecnología,Castilla-La Mancha,Tienda,12,291.78,0.06,71,2374.7176766849366
2026-09-28,C1260,Alimentación,Madrid,Online,8,35.94,0.07,50,478.17758099749165
2026-09-06,C1261,Servicios,Valencia,Online,10,206.93,0.15,52,2321.8011027296484
2026-09-09,C1262,Tecnología,Madrid,Online,5,265.04,0.04,26,1187.8726006253962
2026-09-14,C1263,Alimentación,Madrid,Online,14,34.97,0.06,26,782.8674127172593
2026-09-27,C1264,Servicios,Madrid,Tienda,6,159.09,0.04,19,972.8009431364313
2026-09-10,C1265,Moda,Andalucía,Online,6,61.08,0.08,9,244.83013738522365
2026-09-12,C1266,Moda,Andalucía,Online,8,66.67,0.04,61,758.61886673142
2026-09-09,C1267,Moda,Madrid,Online,9,64.38,0.12,20,718.9902384545713
2026-09-07,C1268,Hogar,Valencia,Distribuidor,7,120.8,0.03,50,969.3568990073339
2026-09-01,C1269,Hogar,Castilla-La Mancha,Online,12,134.57,0.04,22,1647.1009718786397
2026-09-11,C1270,Moda,Castilla-La Mancha,Online,9,83.0,0.08,13,1033.471268750859
2026-09-11,C1271,Moda,Cataluña,Online,11,58.46,0.05,12,587.0578207519762
2026-09-09,C1272,Servicios,Valencia,Online,6,179.54,0.02,10,1031.196853755541
2026-09-16,C1273,Servicios,Andalucía,Distribuidor,8,191.91,0.1,65,1115.8123017407352
2026-09-01,C1274,Alimentación,Madrid,Online,7,50.54,0.07,30,369.0399431363583
2026-09-22,C1275,Alimentación,Cataluña,Online,8,25.08,0.09,8,149.3243045982149
2026-09-22,C1276,Moda,Castilla-La Mancha,Tienda,9,80.62,0.03,21,443.4606491809102
2026-09-30,C1277,Alimentación,Andalucía,Tienda,12,39.97,0.05,22,438.96201563421624
2026-09-29,C1278,Moda,Andalucía,Online,10,54.01,0.05,18,456.95831338642427
2026-09-18,C1279,Moda,Madrid,Tienda,9,82.0,0.11,66,848.5071217235894
2026-09-09,C1280,Servicios,Castilla-La Mancha,Distribuidor,8,182.27,0.04,48,1087.7156190726623
2026-09-26,C1281,Hogar,Valencia,Online,7,93.88,0.08,44,810.274832966432
2026-09-09,C1282,Hogar,Andalucía,Tienda,6,115.59,0.16,9,772.9999688044422
2026-09-30,C1283,Tecnología,Madrid,Tienda,10,280.6,0.07,67,2956.337622295053
2026-09-04,C1284,Alimentación,Valencia,Tienda,7,25.91,0.09,54,86.32359880617891
2026-09-06,C1285,Tecnología,Castilla-La Mancha,Online,6,298.42,0.12,26,1844.941969722718
2026-09-20,C1286,Alimentación,Andalucía,Online,4,53.97,0.1,26,357.5448642557825
2026-09-14,C1287,Alimentación,Valencia,Distribuidor,12,29.26,0.07,34,632.9925897080583
2026-09-03,C1288,Hogar,Valencia,Distribuidor,9,112.62,0.06,8,1451.4699926832177
2026-09-29,C1289,Alimentación,Valencia,Tienda,10,33.03,0.04,10,349.7580023986695
2026-09-23,C1290,Tecnología,Andalucía,Online,8,277.0,0.15,48,1819.0824363053064
2026-09-27,C1291,Tecnología,Andalucía,Tienda,6,271.11,0.06,55,1852.6799815603124
2026-09-22,C1292,Moda,Cataluña,Tienda,10,14.37,0.02,54,317.9737970269924
